num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,cat_1,cat_2,cat_3,cat_4,cat_5,binary_label,multiclass_label
62.51334695530012,32.856848871674345,28.582150038777755,59.649448304863704,45.53074429348298,64.28000988184183,59.4647524914709,48.54342174686254,33.0641256386319,19.70305550628271,41.06970095865958,67.12797588646944,54.28187488260408,25.085224425760238,53.46361851702364,Y,X,X,Y,Z,0,E
57.706347594576734,32.32285127597734,53.07450211891056,51.16417436892,27.140594043387537,57.155747206965664,61.215690527364686,71.66102486350553,71.07604104069806,22.446612640858177,31.243499201697546,60.300705344173195,60.275719018244175,60.30095372612096,127.05462981309442,Y,X,V,W,Y,1,E
61.41781021386334,72.71131280361197,69.08003526986406,63.02782502611596,43.69461510719309,65.17938440986535,34.54349570924856,45.26362786519982,40.29272904341793,51.63748278772645,96.29317133347017,12.654696148165037,63.72520380749027,17.745682576206967,40.56136268421133,V,Y,X,Z,W,0,D
71.77901193934733,51.285600381909255,28.44510444141388,35.693925814800636,63.591954978693515,35.39266736565727,54.329171791639496,50.911436798076274,36.96799304788366,92.87888178650651,62.67838044636022,9.497148266847859,53.729086295388555,36.76427070463224,67.04866669592448,W,Y,Z,Y,Z,0,D
34.14958523134599,47.70527117066202,60.09974557960914,67.31510388340243,25.994071858884475,43.30997528318103,40.50109377678088,36.93341534852576,85.30908480562194,58.09963421921911,24.782320913299095,68.35723894109552,92.44312394025266,70.64930521102293,19.612600680919734,V,V,W,Y,X,0,D
40.31531854267497,75.33822298373245,35.846610687624384,58.87638856292457,65.49268106858673,31.46139056843834,48.809492878764,-14.825346801381457,29.512247173314204,44.948636972136796,25.04433636070301,82.6482260786327,21.397172440787347,41.19911026606032,52.61481154572183,X,X,Z,Y,W,0,E
78.82546578132231,21.282756976411214,73.26327504309918,50.20466122039174,30.36982697904098,59.24206948526542,53.981193911469404,37.99566245682411,51.39604169980038,42.2937280627648,52.27034690502496,63.242613490420936,81.72033632290704,25.243690023463017,92.66066749312533,V,V,X,V,Y,0,C
10.958244009549965,46.964298099288335,61.76634412969153,55.61983735470065,37.546009603588125,45.83755499285449,40.139981306823344,38.21270486111577,66.99204194042049,57.140309719300944,36.14180809478692,67.99199750866501,56.14599041753219,66.2572423767792,62.59257683847224,V,V,W,Z,X,1,B
33.420099781558555,38.79637919606061,64.94587210246523,62.207405308669294,49.581968120717036,52.34654766617564,75.5532979157685,38.168572223283405,60.94194762340076,45.95614695132212,45.646375935455595,71.9755370397438,66.5083269797606,66.27019272001277,76.10957614308658,W,V,X,V,Y,1,B
50.420076832655184,63.639059425899276,43.79466486813088,56.483327049768846,47.397138912646305,51.93991929985437,61.903140508738275,33.63558633533055,91.84774551370921,29.87965237000596,25.71622774424536,73.16221747000135,65.83325387925872,62.4823963410431,62.5669101852856,Z,W,Y,V,Y,0,C
49.75506454306171,32.05491257028337,51.51609116387453,36.456765769757766,69.50239466835502,47.05885236995723,33.49005606414977,43.57228316694013,58.25862908551249,38.7255089439205,33.555592088671375,54.873744229838245,54.899331422174455,39.8611364925774,40.57923388763354,Z,Z,V,X,X,1,C
54.64099874715273,21.038313170053517,21.850724512468894,35.63111557495128,45.73105696576305,56.21815131196009,79.50712433899105,67.15319246404039,46.80122940073146,49.619675841946226,29.949412707243823,49.6297372801522,44.22682722159723,56.45437120676179,33.45538112895354,Y,X,X,Z,Y,0,E
60.38693028482345,80.65477826005156,47.82479703086285,58.034234441978825,63.80287983422225,41.97559056228327,54.48184963620834,50.2518480156359,51.95352197097664,34.539804322890674,50.49020348517885,59.95996582490899,79.02287215590084,69.18541652170414,93.06364915023113,W,V,Y,V,W,0,D
34.65304874223901,67.44641273441357,53.666840114767034,93.79605866435344,33.83403429289697,33.20556315638448,38.01214709111956,7.522085513803859,39.48489956638478,34.81734676892604,53.00787572952415,56.83511951554319,87.52341678431773,69.008476763721,38.46192688675194,X,X,Y,X,W,0,C
32.03170657303284,59.838383430130115,23.595335859587156,86.62917531708707,73.58880241442574,40.616486957905906,15.737309418182448,77.07744748330825,47.70920309494764,74.75632623946923,18.111446824112658,38.012499540924544,50.104873994363665,50.939611875294844,40.99869057041513,V,Y,Y,Z,Y,0,E
62.45699864694998,28.647591412348113,47.15241029957413,52.40591263423798,60.28877668117498,64.2322975617778,27.507158163242615,19.317716585287556,75.55353643797018,56.64628023959183,35.03026926886893,81.02303951045046,52.31349268585717,73.58594368127653,51.35036962820218,V,V,W,X,V,0,D
91.21495849763974,85.10681684886409,45.02071703041853,69.43141901908712,62.90751899170295,77.37263115064698,30.70153078839791,63.72102919996878,71.16848973699176,14.825210271537713,26.3348297466845,9.21535644479799,44.61186331110885,64.35084511591924,80.04714104192055,W,V,W,Y,W,1,A
51.481895608395504,82.57231091142583,22.39797083570217,15.932351212896904,48.889046022067625,57.68130897878615,49.34610503811814,8.651157999202468,48.21759920974423,23.910609989902937,63.39345097660077,57.331964921936965,31.202404273452895,39.72266165326613,28.81572956222097,V,X,Z,Z,Z,0,C
48.74641805453656,69.10284641002477,30.285479073289125,60.08093031035689,39.39484763255118,34.142543354753116,47.85939280090884,29.29515355161252,38.927013893056355,26.04244214822303,89.29450265832779,50.70527103943457,36.005489840148286,54.27959821468444,47.753439006183406,W,Y,X,W,Y,1,E
45.58060800933554,62.28333400086851,65.1501542009461,39.38997704778945,38.4836351871064,44.49896605696712,3.9615767052883015,19.696178756028957,77.3374853488905,82.89935427002567,45.01927920887243,61.53113926111533,56.22500309087072,111.57761616910476,72.39149822869153,W,Z,W,W,X,0,E
47.44164817038467,30.889191187991486,17.871073594848554,54.06927271734446,34.87298509431393,21.554925808046516,37.06854231514947,28.3690399277121,83.74283270145129,67.63279513898901,49.84054717366765,79.59888277780053,51.547366152952364,32.774315973434724,80.46248154539315,X,X,W,W,X,0,D
60.77820087369317,29.255076913470873,46.193226438327834,32.48763493230486,22.344005380713277,68.52355095063282,88.18833280940261,22.028648523617175,61.259384733811416,36.98714861756346,40.25749232470608,38.15212151522262,32.72018460640368,50.97043255889654,33.38099767177924,Z,Z,X,X,Y,0,A
55.40913651559678,48.99523781101726,45.22103906267181,31.84872675916804,38.46457338863335,65.10782451651512,60.01834375248762,30.448895104028978,51.986646108584516,65.02774246743579,16.61189437757257,60.8672038475987,36.74752482108307,61.41197337186318,34.73481686914966,X,W,X,W,Y,1,B
13.902357986709617,17.449151242336747,50.96169893322764,55.194450034429636,31.913667497911828,62.77184917554748,16.7695987546208,48.678404027053666,25.77967600475087,36.96327784395682,50.94797342632828,32.791732694320956,42.308889115403495,70.1258561842888,38.462162609537025,Z,Y,X,V,Y,0,B
66.71384224130284,27.405862906847638,60.59608355830566,78.83137241315801,0.5671099974542102,34.062094890590465,61.5414425436108,45.93909227914015,57.422917467426174,37.92029626568359,51.731795749458,46.88645529215841,73.35564123319614,55.08841686602426,56.75205324150404,W,V,X,V,X,0,E
41.76246067755065,40.24787551855013,41.34883624360758,57.88904284756594,41.58031038359474,55.79549713792826,91.50801597290878,67.42249406863385,43.47952935664318,74.02427844327889,41.838492539568975,9.237509296442923,29.838273781651917,12.584161579482888,42.96973031917383,V,Z,X,W,X,0,E
50.368367583791034,83.52874624550566,56.53854747528325,45.61798942382271,66.58811162366979,5.777293819842299,54.71229116217132,65.41730387773933,20.428275084403168,72.87508086413858,56.76992814988828,41.69424172198397,62.6556373221257,95.41385715608791,53.63732510116991,Y,X,Z,Z,W,1,C
54.96441172600672,40.81278200919512,33.003112610704164,66.60671633088491,32.878323481822655,51.43132474438785,40.44685106469767,59.579596514927836,56.673242105738964,70.75079888515799,39.79967202290506,44.60250129413257,30.424725684353852,41.114134798477764,57.546009860897044,X,V,Y,Z,Z,0,E
65.13977233290704,31.556693516447492,67.3921184021132,77.11275717609902,58.268698064474016,87.53591625116132,34.52421601792854,25.10690593377166,14.425595021914425,79.92088622978366,63.08731312708115,48.8883065817909,55.59937252639641,27.49021905403247,98.91503959233653,X,Z,W,Y,Z,1,B
52.58442363950455,52.187895892097856,64.51533247797384,59.620184634734265,54.477680485582624,34.190510891093766,59.42936714271991,87.64048992950067,76.90840092309955,81.86373253278794,39.7756864713763,30.207903594828384,47.48426159800704,51.114498245773895,71.88383036941897,V,Z,V,W,V,1,C
16.150707405703614,80.59100638921228,46.839842028420215,41.4623786010516,29.75791249479665,16.902866562684615,66.46341167923829,51.466359343768076,24.200782005178922,24.09842455872768,43.28430601419743,83.38043050578786,44.8081729727279,19.937140937637878,45.085138718281115,X,Y,X,Z,Y,1,E
44.54552860504659,-3.9377328588314313,48.91410266964375,45.38130939582644,63.92412729626837,86.9791218989069,72.53130059095514,44.62222618890339,27.869481825166595,101.46719606499721,51.184368680289765,50.27858583825893,49.517498257799936,53.961695215357096,47.11279176152115,Z,Y,Z,V,Z,1,A
38.526759862395274,39.062821175192155,49.34493459568003,39.131504577324705,35.74308434645671,52.12860455383794,44.900455651582895,80.07985977165377,-3.0193961678602363,71.83013703844924,74.92170384995258,8.53219535183701,43.146248118393025,42.57118268008417,21.849766105643575,Z,V,W,V,W,0,E
34.443666248182495,27.788483090683425,85.04540886847246,68.71356786294922,75.43110189988317,64.4334412808647,27.418964575655416,39.509594674404525,59.78749122455836,25.55744382216109,64.25996860344776,45.1934920368373,42.50358384900805,64.21919936406982,58.8852662297208,W,W,Z,V,V,1,C
42.7806766836184,73.18659606728497,28.378733448002052,62.318712138885274,61.862025159367676,43.809071213720195,56.52266044484236,24.97772847229394,68.48054038413802,46.30195727114022,39.54553958961921,70.98018451673778,35.91312618914482,21.830774072728808,18.867416529521925,Y,Z,X,X,Z,1,C
62.12019902691279,24.39141295007434,85.09588363968729,8.361411842325559,83.92912736580077,54.220349344052366,48.06573776259215,39.10161826382101,57.98272228704142,49.24730595150303,72.06603764033042,52.28455297324079,53.006035229237554,42.72775575572288,48.861087525578654,V,Z,X,W,W,1,A
56.156035377841185,15.796632146867488,23.03629155788574,64.8652818804543,53.41730876255884,46.320333272946414,50.36867866130786,56.95163410723342,39.204806393812774,34.433905491953745,53.91690510195363,30.43254444769936,58.16505511428944,15.94832791524319,70.58311274651288,V,Y,W,W,W,1,C
59.451949648260864,55.120594686277514,69.65381967891028,83.30948888925153,70.2874013003626,13.182515373367096,24.40846066528597,37.503628446086424,50.521821004216676,60.35318040938246,35.48512373693069,53.73533528954157,34.89234135293355,37.76964394016103,21.866778063035554,V,V,Z,X,W,0,E
31.535335077781916,22.966307887673327,30.482534940453345,71.07283593215679,31.01202222336114,102.64764129674782,59.866358017617785,53.69672247389748,32.832844396375734,64.00619758817983,38.487243475244526,52.44019629290723,101.2016907653759,48.078802005507,72.98546652571352,X,Y,W,W,Y,0,B
35.93647149748225,49.300230190060766,85.4160127127102,37.46065884424465,86.24897115993858,64.1550387091095,38.750664482114644,62.64815478111042,69.4510889925346,62.436199244343925,18.595505602190872,35.45725648350263,45.0496272889699,48.511331417999074,62.41344195101356,V,Z,V,X,Y,1,A
53.55402001866508,23.293112825797976,57.60395702011927,62.21171490567646,61.195808958620795,71.61561451109243,66.67844309097808,59.183601584568734,48.59668577082706,16.780781329680174,58.592364382651716,54.15375374326222,55.43157674390747,24.465028483593812,28.378869191834752,W,W,X,W,V,0,A
71.06305706665808,49.2088969228669,63.63001394745249,50.56636752260923,50.5951227899149,68.76567611951995,39.679105435652524,51.92241553881967,40.75449422589915,41.31007545135369,43.816557530627215,54.44267543267426,40.42502756673045,75.11512251147042,32.107853955609926,Y,V,V,Z,Y,0,D
46.26256711677282,41.2053788345165,78.93955768707465,53.931095530231495,70.6368907893727,20.288792539260562,55.341005317385175,67.79261591246873,51.645679785508484,71.30960750130703,39.654230997992556,78.1869488037116,95.977962472385,42.74322879120682,41.08994957198456,Z,Z,W,X,Z,0,E
79.06768954235402,81.59144291461425,39.54279945693463,41.596263658082854,44.364307822789854,23.11098977931446,31.626961070316035,29.917184664958643,34.64404869791743,49.30630225226437,54.684294650730415,81.01000985628154,30.03291918522418,69.68644796953167,45.72022311548982,W,W,Y,Z,V,0,D
49.01072580695134,63.496389843332075,27.54555956875403,57.64819492368101,53.32904416426112,59.849025280162984,55.783372878156364,99.10600279821789,37.24520031497368,39.380060899963645,37.53718947150471,38.890457616794905,37.252257453869646,73.78033062215104,78.4100849597971,X,V,Z,V,Z,0,E
38.58507412501048,33.352888537915426,59.42831112772808,38.95553911438057,62.65863635511022,54.058460417026,19.68511770005536,80.95010402660122,85.91755346191044,37.744226190312276,42.24596880128032,55.7173078144981,56.6891357997405,63.170885453456606,90.20409077532699,V,Z,Y,W,W,0,D
46.46105545011901,34.03405510923093,22.413615439709456,35.38139920116162,49.337460542524056,85.89115727035576,39.64777401927657,54.47575903277797,49.67154207854496,73.76786546896167,100.53864851747244,39.382624541593586,40.21121114963556,70.88321754138144,63.637829792526226,Y,W,Z,V,X,1,B
86.93414651472068,61.67856370651928,42.81415818425881,61.813096613846184,72.17407161165815,66.40964362394729,60.14548062214595,71.33349379178307,73.38591180891345,77.64317982075055,62.97419775179286,46.657638393662914,52.934273728666454,74.13017933016714,33.66128658025528,X,Y,W,V,X,1,E
57.37346617745803,42.13322375345279,50.57489645869635,75.56903725214598,53.82198136039807,50.92873096312297,22.802877180401616,64.92507132054442,62.909683622821504,93.2650944661092,43.844435300939985,54.383006553278776,54.9876736742151,81.5490655952695,48.09408935226096,V,X,V,W,Z,0,C
55.58043051540678,62.15793019433079,53.73218246312716,41.071327708989436,53.88179985796615,71.47263499719544,29.469694011778795,52.65939348293752,35.997583701216534,73.90093257849685,19.536261904324505,38.82156305456823,57.54423750129042,81.31048058468681,48.68499477854024,Z,V,W,Z,Z,0,E
38.896009466136036,87.6231413888118,21.03972199167512,6.023880867598365,58.800289001066645,39.958915512947776,29.575343657385737,64.16712894598706,54.87601427542398,38.71842738526543,24.39391202658211,67.44914656560289,63.00402355917322,48.01648272441234,86.93273992095331,Z,V,X,X,Y,1,A
28.59830467347695,19.48949658150522,36.16183860237511,49.088279672890046,54.866788986453834,45.175278842873404,57.04110793028593,24.96921151619112,78.87529208146519,48.35697643214863,72.34591663176255,56.854506927554084,59.13506438307568,61.39534560464408,58.954171200346295,Y,W,X,Z,V,0,A
62.85445519735088,76.58305060264863,53.930423394029404,64.18007515177024,48.205286114255465,78.80234430898946,36.4721539588146,86.01880865821632,49.196840987113134,21.384497957639038,52.562088298215784,36.37896685050238,66.81287097977449,36.947520413952184,41.07633133570441,X,Z,X,X,W,1,B
12.209185381089384,40.953873615018466,1.5224134674208685,18.321943530285534,65.20829312288595,65.71600317301665,58.50915123569929,30.66047713741574,49.0457728771604,49.92794921818863,26.832706216149145,80.067966035343,67.54724581151342,45.58071652340672,50.537716779890616,Z,X,X,X,V,0,E
54.16765615895105,9.165302631514187,45.056452349588064,36.36031504004403,29.967599802101688,44.377994142280905,85.95373053699045,62.8168572253402,38.57642020434406,61.45165562712317,77.98710873172004,68.49267365825537,51.19260739840348,37.061264445888526,63.9644662722718,W,V,X,V,X,0,C
57.869707708434994,67.90386440055465,62.70343603363939,70.9910543063867,39.29529576878864,76.34788131268651,53.95199209384799,91.5052174525053,36.21624363820864,84.71927606330499,53.95821566925296,36.97163992771103,40.32228331891357,43.5930538361136,58.48331892803833,V,V,W,Z,V,0,C
60.45670976070999,38.52599992122842,49.51290815478034,92.84540717223727,84.55086340201423,58.726473393480646,50.760069563364006,52.40062653436522,62.27035945460833,29.54414869603189,44.852469251533094,16.62831852244821,57.98446245210559,62.943918794054824,40.33627075401252,W,X,Y,Z,X,0,C
81.47973526580066,25.484686739953176,20.712502395803597,54.48903637119944,70.94196605224309,83.67855382915738,40.8223147426212,71.57361666862592,49.229830609985854,46.54745400118361,67.67319874973344,63.046457568268394,18.47215686031501,79.53080699451792,77.60182708294903,Z,Y,Z,X,X,0,C
37.488745969809415,57.91607066874818,59.88060372565478,55.21347531647814,38.9938969230916,36.56753264123897,49.488918580171095,73.45458038518728,60.872003091888644,42.58771335827788,65.43397421296689,-6.970852412601509,72.97531400744207,15.20572442443801,42.751181171937354,W,Z,Y,X,V,1,E
27.606602107477123,24.106370485581884,73.21653574757039,40.64597597376218,56.930077634614314,49.06158842241632,59.54081654446243,51.536437821205105,24.340155516228606,69.9253363889428,40.12486833677375,18.86836202680498,41.43769678068175,80.01519581268622,67.00443484226986,V,X,X,V,Y,0,B
43.026957311842814,43.014845913631426,43.56729897565235,91.53495967121682,57.63870904463107,58.600832943821395,70.60566908063684,54.77578318053027,44.819157083585935,46.07300301830043,48.56797481171872,49.25555526980317,64.5525908727396,51.03891771614599,64.65280154431159,V,Z,W,W,X,0,A
48.385668397828354,51.57270380632181,10.035986309357845,68.32655349404963,56.929769517959855,69.96020219719304,-7.925107563873787,91.76749409561455,47.20820743689652,72.16365633475033,29.20188145748938,62.25547810125139,28.931688736526876,37.5246207860839,88.28062707733572,V,X,V,Z,Y,1,A
46.186351984733065,54.348657463594456,67.40135461377508,59.913637759452094,53.00837810287153,57.29922004932451,98.0683117047655,48.84762405932829,54.02198093429935,71.01308792015224,72.11051865915968,73.7406061112076,62.774604440583694,27.13990174539033,82.66863064602191,Z,W,V,Z,V,0,E
27.07309213962624,56.05270930478066,34.914482999612844,48.717233068140146,56.57524820606961,56.42714430900546,58.438415084705696,82.27422538117294,59.070686030279596,45.116867294187024,69.28174336576714,73.78940977849281,25.44784369726015,61.94800139699716,64.02345484621796,V,Y,V,X,W,1,D
44.048729932800164,77.51413626623238,46.998888259349464,52.51152906943084,46.53856351432261,50.31158095162935,28.074498262095965,21.198982348114114,81.89010126449944,33.060773033633446,30.172153010873856,6.932197727925704,37.220765046209955,23.538204131850033,82.84030320272738,V,W,X,Y,V,1,B
70.19634178685268,36.236993096445524,95.04871610688618,69.63530973983188,43.50337232982755,0.011885702528537934,95.81885145181484,22.20855066472808,17.092025060862163,70.45140864019281,98.79504812678546,77.68545637021036,61.27818240104719,61.89508683330572,67.06831117560615,Y,W,V,Z,X,1,B
65.17857179573531,55.62382847938751,52.084022079037524,48.74813744200955,34.92070822266648,44.38649846266452,16.14086371609229,48.033207464105004,30.228177856981652,27.92821365568458,53.59788302306957,77.84004572689199,68.36633212004625,18.58998792753646,30.20743726859325,Z,Y,X,Y,X,0,A
68.81542375976431,30.35025212923381,45.50733700005951,61.00104198049104,30.633110902727296,52.107510122919194,23.31949010163591,37.97264712097572,56.39563868285074,18.140125329366615,58.80949475920798,49.60724402146638,61.04979908834295,54.47828268129323,77.28280859947688,Z,Z,V,Y,V,0,B
52.50449005295815,41.41188917749494,52.44595006064568,60.86596058072776,50.977201406514084,50.811833824077645,35.96016624386489,36.74198164898104,21.94789456400613,84.99153486373879,25.122735292174298,36.141896044081854,35.63185468861605,67.89848753888883,44.101006434159444,Z,X,X,X,Y,0,B
74.95484145347467,36.530187515122634,55.57988324447604,33.293058934804854,92.90298255546776,26.248031619409744,56.19641420454055,62.67553761864197,58.27598194902997,46.294246822445835,47.403586005331476,50.87622943958219,47.05995996743023,69.27758233589819,94.21046003182703,V,W,Z,X,W,0,E
38.85016429984333,22.603940408418445,48.2343590329749,101.59418675308638,33.926508640605384,82.78233610888135,83.55401628152882,38.92823516584011,61.379661583705506,82.56793246257075,42.417445180250255,45.92839279795277,38.366381721027125,29.704865386142664,37.01444909867986,X,W,W,Z,W,1,B
25.52119466475487,50.68166936518452,34.60053537882716,54.675718235814955,18.882087075927455,56.617604644289145,66.6705792321785,10.12528714857089,57.48113139695144,74.55337984946584,25.80717962617589,83.45144773675406,58.3803801873209,35.89976288483182,48.88461844684588,Y,X,Z,Y,W,0,C
61.16653825043445,51.52010782824823,60.77511984892738,31.586528138412675,53.38721648072156,21.725710061900397,47.775478773025995,31.921847170704204,35.28940114820467,74.72186350420876,71.82620241188538,62.18276241814354,28.15374470654842,43.671831006103965,74.26195399958367,Z,Y,Z,V,Z,1,C
52.83433827279809,96.3865907996339,57.86635678788744,53.84098232980063,43.81767071594997,52.67081809564564,46.950603272389124,64.1621735337718,69.13404633589168,34.28021078984101,23.375340928844437,13.27589253793407,60.159826538250876,27.93266787652253,6.942188140950343,Y,X,W,X,Y,0,A
57.77157209061928,99.85999034865581,49.878581769202135,66.76981548903284,51.6365871709513,48.02220693617715,68.38152965975537,44.194509116226975,55.34784628143806,56.433956123920275,36.63819092713902,69.84084699073045,46.500804866091826,34.885096810143104,60.73019687140807,V,V,V,X,Z,0,E
32.030640364179256,50.563623147382565,49.81762006711593,71.71791131663156,59.49396465759906,49.499460825097124,66.35532598400574,77.80415098034626,61.156206127037244,50.20705239686761,23.763275352996807,28.69772673849255,43.89550591290665,37.809755956814335,46.26057394029108,Z,Z,Z,V,Z,0,C
51.13299849794214,60.593855087134614,48.590024438818176,59.730032876524035,51.28948829620241,10.490668672922574,31.213292123624914,47.11824888556769,25.80610514317785,61.99857459992409,80.61501664687395,74.37523703394633,45.731142581395844,79.81452273699904,52.97334914404223,W,V,X,X,Y,1,B
43.25828057763921,37.7319467291812,43.95060627023743,42.236463629175425,53.408324447509756,53.211479620997295,50.06092040306829,58.738763394927,73.81292549572683,68.99108270882647,20.30204063100193,-1.0784226980390983,68.68639822478548,22.662426031691577,45.50469196214633,Y,W,X,X,W,0,E
26.59773947881281,13.960391248399603,60.82925456409576,65.18310320605293,38.46979198546561,-1.8208458428981942,39.075111034950346,57.83608010805093,20.421768624517426,53.667198395583114,49.69380301654009,61.58582999202177,52.39160736828306,30.53862118236889,73.93143003328983,W,W,X,W,V,1,E
46.8294085394606,49.45390920980136,31.33464081853608,41.134354976169796,32.30394571946198,46.54107880153154,84.23416960284686,22.56197714137287,17.72877204246518,79.42340654987217,45.81352645696268,36.61854522680167,70.79809374792153,37.88768920526272,86.52019427093873,W,Z,Y,X,X,1,D
63.558517426785386,40.24177183708595,93.14616426531006,37.88570153993323,64.84190744018613,55.985851608129835,76.03482578797596,81.23022393453705,50.64008298131533,34.93164259307633,59.19944285878233,36.44569260495788,90.26774495053246,52.73070662165475,42.69356897375783,V,W,Y,Z,X,0,B
53.69360611729817,23.05747420940607,30.56771922978697,74.00827815888852,36.862114420572084,29.061780346361207,60.73305505054572,73.71408309325994,64.37906621330134,69.92095371611633,34.864098228610786,21.563786665163125,80.02667303910974,43.546403223157284,44.983339670899056,X,W,Z,Z,W,1,E
76.56388283698115,61.1246001880132,59.117755441632156,93.30004689802168,37.12963539239714,68.55680256162475,51.14026249794169,55.37184557726514,80.56936852825064,60.15671512579247,60.76592158099266,71.45014674619604,42.70094540914229,33.21580665321987,29.103816119579328,X,Z,W,Y,Z,0,D
10.672868212479962,91.12414259880644,27.93583268556634,45.57492752828456,44.463734002221585,56.148133956182015,66.31474425078594,67.2094697671949,38.33845122862123,46.65756572427177,55.651599009765995,45.02617747632906,82.14691152039985,59.81949903276502,64.69755572099635,X,Z,Y,W,Z,0,A
63.257625373348255,73.4694771497065,53.62043117407414,24.06336104088307,57.99375903505283,36.97286212416342,39.42766636500487,61.72728037510186,74.76566142867271,50.425431534721234,56.17666025197928,84.04429889270476,54.81506358977136,102.0336622836079,61.31019291263088,Y,Y,Y,Z,V,0,E
14.784744816883645,65.06683242209066,57.62316769765555,75.79505508165491,63.46362702539917,47.23088032032452,25.514035274212684,45.819534854279496,32.989590915814,38.389531003905546,61.771568088412195,83.39809008702812,57.89343059645962,26.082338759296313,58.89205336440281,W,Y,W,Y,X,0,B
73.93262973291303,37.804341913612355,47.31965666654165,50.29376389458394,34.3020337383552,62.96560867687718,47.58103702784437,58.39064887814055,32.250156443958,41.25083399353179,64.44762715655543,42.54333695816466,84.53927702466811,42.00727628770795,54.49369451503772,X,X,W,Y,X,0,D
68.65181663746179,21.632685341339368,14.783823760384479,19.486873708598104,75.25168206854364,38.96283708215107,101.16398571336504,38.71504802685223,53.69102606394074,80.84219905135751,90.12185776318246,91.23007153272795,74.16732461186285,70.48125051622925,61.85053898402366,W,X,Y,X,Z,0,A
65.56722152333276,38.97628567342933,33.63602233155386,49.93251085178096,46.59630754950143,40.9354390134545,63.927748949134305,69.10610417141021,51.768137725836944,79.55060162110524,27.1662177173299,46.12681081440564,35.6635535879439,12.6692676585388,48.34638628314602,X,Z,V,V,X,1,E
